Date,No of Trans,Max,Min,Close,Volume
2017-06-27,144.0,430.0,424.0,424.0,37139.0
2017-06-28,113.0,427.0,422.0,424.0,25500.0
2017-07-02,96.0,426.0,418.0,420.0,17291.0
2017-07-03,278.0,421.0,412.0,415.0,56263.0
2017-07-04,174.0,418.0,413.0,415.0,32888.0
2017-07-05,232.0,420.0,414.0,416.0,90322.0
2017-07-06,318.0,428.0,418.0,427.0,105972.0
2017-07-09,380.0,449.0,420.0,436.0,90187.0
2017-07-10,183.0,438.0,429.0,431.0,57427.0
2017-07-11,145.0,438.0,427.0,435.0,26412.0
2017-07-12,194.0,438.0,432.0,432.0,42722.0
2017-07-13,217.0,436.0,430.0,431.0,53308.0
2017-07-16,202.0,433.0,426.0,429.0,55620.0
2017-07-17,217.0,438.0,429.0,436.0,71820.0
2017-07-18,177.0,450.0,438.0,445.0,39750.0
2017-07-19,275.0,449.0,439.0,440.0,66641.0
2017-07-20,183.0,444.0,435.0,435.0,49455.0
2017-07-23,171.0,437.0,426.0,430.0,43466.0
2017-07-24,226.0,433.0,423.0,425.0,65363.0
2017-07-25,138.0,434.0,426.0,426.0,29042.0
2017-07-26,217.0,437.0,424.0,425.0,47492.0
2017-07-27,203.0,430.0,423.0,425.0,53843.0
2017-07-30,265.0,431.0,420.0,421.0,74872.0
2017-07-31,359.0,428.0,420.0,423.0,107368.0
2017-08-01,188.0,430.0,424.0,425.0,49762.0
2017-08-02,198.0,430.0,423.0,425.0,48572.0
2017-08-03,294.0,430.0,419.0,419.0,111775.0
2017-08-06,175.0,430.0,422.0,425.0,34578.0
2017-08-07,135.0,430.0,423.0,424.0,29097.0
2017-08-09,142.0,429.0,422.0,424.0,26104.0
2017-08-10,147.0,426.0,420.0,421.0,24557.0
2017-08-13,145.0,426.0,417.0,418.0,40356.0
2017-08-15,199.0,419.0,411.0,412.0,39899.0
2017-08-16,130.0,419.0,412.0,418.0,22872.0
2017-08-17,129.0,420.0,413.0,414.0,23979.0
2017-08-20,120.0,419.0,408.0,414.0,21694.0
2017-08-21,78.0,415.0,410.0,410.0,19866.0
2017-08-22,110.0,416.0,410.0,412.0,24959.0
2017-08-23,87.0,413.0,410.0,412.0,25413.0
2017-08-24,103.0,414.0,410.0,413.0,27537.0
2017-08-27,131.0,416.0,410.0,411.0,21655.0
2017-08-28,99.0,415.0,408.0,408.0,29979.0
2017-08-30,190.0,410.0,400.0,404.0,41385.0
2017-08-31,227.0,406.0,397.0,397.0,38096.0
2017-09-04,289.0,404.0,392.0,396.0,47944.0
2017-09-06,223.0,411.0,393.0,397.0,48089.0
2017-09-07,170.0,400.0,395.0,396.0,34211.0
2017-09-10,204.0,396.0,385.0,386.0,39840.0
2017-09-11,156.0,400.0,384.0,394.0,30609.0
2017-09-12,195.0,400.0,383.0,389.0,48834.0
